RegionName,State_x,2008-01,2016-12,HouseValueChange,County,State_y,Abbreviation,Total,White,Black,Asian,Others,White %,Black %,Asian %,Others %,HouseValueChange %
Los Angeles,CA,503500.0,549400,45900.0,Los Angeles,California,CA,225018,375865,-36658,159399,-273588,1.6703774809126382,-0.16291141153152192,0.7083833293336533,-1.2158493987147694,0.09116186693147964
Cook,IL,256600.0,205400,-51200.0,Cook,Illinois,IL,-51163,172073,-92006,56962,-188192,-3.36323124132674,1.7982917342610871,-1.113343627230616,3.6782831342962687,-0.1995323460639127
Harris,TX,139700.0,169200,29500.0,Harris,Texas,TX,515931,464076,118672,78768,-145585,0.8994923739802415,0.2300152539777606,0.15267157817615146,-0.2821792061341536,0.21116678596993557
Maricopa,AZ,239000.0,236000,-3000.0,Maricopa,Arizona,AZ,226513,107111,51716,45936,21750,0.4728691068503795,0.2283136067245589,0.2027963074967,0.09602097892836173,-0.012552301255230125
San Diego,CA,462300.0,528700,66400.0,San Diego,California,CA,287413,196917,15477,74454,565,0.6851360237706715,0.053849338756423684,0.2590488252097156,0.0019658122631892086,0.14362967769846421
Orange,CA,579900.0,664800,84900.0,Orange,California,CA,146216,92940,572,121392,-68688,0.6356349510313509,0.003912020572303989,0.8302237785194507,-0.4697707501231056,0.1464045525090533
Kings,NY,511500.0,693900,182400.0,Kings,New York,NY,67235,18891,-12275,73322,-12703,0.2809697330259537,-0.18256860266230385,1.0905332044322154,-0.18893433479586524,0.35659824046920824
Miami-Dade,FL,301100.0,264000,-37100.0,Miami-Dade,Florida,FL,278542,266578,24113,6178,-18327,0.9570477701746952,0.08656863237859999,0.022179778992037102,-0.06579618154533247,-0.12321487877781467
Dallas,TX,131200.0,161000,29800.0,Dallas,Texas,TX,129319,116297,81719,38073,-106770,0.8993032733009071,0.6319179702905219,0.2944114940573311,-0.8256327376487601,0.22713414634146342
Queens,NY,494300.0,565200,70900.0,Queens,New York,NY,31529,-80228,-12550,84692,39615,-2.544578007548606,-0.3980462431412351,2.6861619461448187,1.256462304545022,0.1434351608335019
Riverside,CA,338600.0,335100,-3500.0,Riverside,California,CA,268660,164097,20137,35864,48562,0.6107980346906872,0.07495347279088811,0.13349214620710192,0.18075634631132287,-0.010336680448907265
San Bernardino,CA,319700.0,297700,-22000.0,San Bernardino,California,CA,107001,98777,4287,24244,-20307,0.9231409052251848,0.04006504612106429,0.22657732170727374,-0.18978327305352288,-0.0688145136065061
Clark,NV,259600.0,216700,-42900.0,Clark,Nevada,NV,248794,-10165,54039,65023,139897,-0.04085709462446844,0.21720379108820956,0.2613527657419391,0.5623005377943198,-0.1652542372881356
King,WA,428500.0,528600,100100.0,King,Washington,WA,228295,45994,21708,91266,69327,0.2014673996364353,0.09508749644100836,0.3997722245340459,0.30367287938851045,0.23360560093348892
Wayne,MI,99800.0,56300,-43500.0,Wayne,Michigan,MI,-212669,-100939,-112119,3996,-3607,0.4746295887035722,0.5271995448325802,-0.018789762494768863,0.01696062895861644,-0.43587174348697394
Tarrant,TX,139300.0,174100,34800.0,Tarrant,Texas,TX,240344,177150,71531,24792,-33129,0.7370685350996904,0.29761924574776155,0.10315214858702526,-0.13783992943447726,0.2498205312275664
Santa Clara,CA,713900.0,990600,276700.0,Santa Clara,California,CA,150300,-22262,3188,123090,46284,-0.1481170991350632,0.021210911510312708,0.8189620758483034,0.3079441117764471,0.3875892982210394
Broward,FL,249400.0,219200,-30200.0,Broward,Florida,FL,108934,-184,98906,13068,-2856,-0.0016890961499623626,0.9079442598270512,0.11996254612884864,-0.02621770980593754,-0.1210906174819567
Bexar,TX,134600.0,153200,18600.0,Bexar,Texas,TX,270563,349768,28282,17171,-124658,1.292741431755266,0.10453018335840453,0.06346396218256006,-0.4607355772962304,0.13818722139673106
New York,NY,1033700.0,1310700,277000.0,New York,New York,NY,10764,20030,-6734,18820,-21352,1.8608324043106648,-0.6256038647342995,1.7484206614641398,-1.9836492010405051,0.26796943020218633
Philadelphia,PA,119800.0,126600,6800.0,Philadelphia,Pennsylvania,PA,111027,27968,38839,28006,16214,0.2519026903365848,0.34981581056860045,0.25224494942671605,0.14603654966809876,0.05676126878130217
Alameda,CA,564200.0,749500,185300.0,Alameda,California,CA,148048,14518,-5710,94117,45123,0.09806279044634172,-0.03856857235491192,0.6357194963795526,0.3047862855290176,0.32842963488124777
Middlesex,MA,383000.0,478700,95700.0,Middlesex,Massachusetts,MA,95633,8962,20114,48301,18256,0.09371242144448046,0.21032488785251952,0.5050662428241297,0.19089644787887025,0.24986945169712793
Suffolk,NY,411800.0,357700,-54100.0,Suffolk,New York,NY,-12586,-56279,3541,5013,35139,4.471555696805975,-0.28134435086604165,-0.3982996980772287,-2.7919116478627046,-0.1313744536182613
Sacramento,CA,289400.0,320100,30700.0,Sacramento,California,CA,98592,24742,8105,38119,27626,0.2509534242129179,0.08220748133722817,0.3866338039597533,0.2802052904901006,0.10608154803040774
Bronx,NY,378100.0,347900,-30200.0,Bronx,New York,NY,53992,-4781,9200,4663,44910,-0.08855015557860424,0.1703956141650615,0.08636464661431323,0.8317898947992295,-0.0798730494578154
Nassau,NY,473000.0,467700,-5300.0,Nassau,New York,NY,3984,-71696,8829,25268,41583,-17.995983935742977,2.216114457831325,6.342369477911648,10.4375,-0.01120507399577167
Palm Beach,FL,249700.0,242800,-6900.0,Palm Beach,Florida,FL,136404,101582,57965,8183,-31326,0.7447142312542154,0.42495088120582974,0.05999090935749685,-0.22965602181754197,-0.0276331597917501
Cuyahoga,OH,122900.0,112700,-10200.0,Cuyahoga,Ohio,OH,-36973,-57909,2698,4869,13369,1.5662510480620997,-0.07297216887999351,-0.1316906932085576,-0.36158818597354825,-0.08299430431244914
Hillsborough,FL,197000.0,183800,-13200.0,Hillsborough,Florida,FL,153199,57235,34549,15250,46165,0.3735990443801853,0.2255171378403253,0.09954373070320302,0.3013400870762864,-0.06700507614213198
Allegheny,PA,108700.0,131900,23200.0,Allegheny,Pennsylvania,PA,11390,-15946,4088,12268,10980,-1.4,0.35891132572431955,1.0770851624231783,0.9640035118525022,0.21343146274149033
Oakland,MI,184400.0,216200,31800.0,Oakland,Michigan,MI,32173,-19999,28011,16851,7310,-0.6216081807726976,0.8706368694246729,0.5237621608180772,0.2272091505299475,0.17245119305856832
Franklin,OH,137900.0,150700,12800.0,Franklin,Ohio,OH,114416,24084,49995,12801,27536,0.21049503565934835,0.4369581177457698,0.11188120542581458,0.2406656411690673,0.09282088469905729
Hennepin,MN,232000.0,246500,14500.0,Hennepin,Minnesota,MN,76668,-1303,33437,21739,22795,-0.01699535660249387,0.4361271977878646,0.28354724265664943,0.29732091615797984,0.0625
Orange,FL,235500.0,206900,-28600.0,Orange,Florida,FL,192957,120150,56862,19696,-3751,0.622677591380463,0.29468741740387755,0.10207455547090803,-0.019439564255248582,-0.12144373673036093
Fairfax,VA,472600.0,508300,35700.0,Fairfax,Virginia,VA,126907,39059,13244,50476,24128,0.307776560788609,0.1043598855855075,0.3977400773794984,0.19012347624638515,0.07553956834532374
Contra Costa,CA,501400.0,558400,57000.0,Contra Costa,California,CA,91229,34777,3837,35894,16721,0.3812055377127887,0.042058994398710935,0.3934494513805917,0.18328601650790866,0.11368169126445951
Salt Lake,UT,264400.0,294700,30300.0,Salt Lake,Utah,UT,87541,11395,4031,10241,61874,0.13016757862030362,0.046046995122285564,0.11698518408517153,0.7068002421722392,0.11459909228441754
Travis,TX,218000.0,306200,88200.0,Travis,Texas,TX,179517,242089,13996,18680,-95248,1.3485575182294711,0.07796476099756569,0.10405699738743407,-0.530579276614471,0.40458715596330275
Pima,AZ,210600.0,176000,-34600.0,Pima,Arizona,AZ,9094,47589,2897,3088,-44480,5.2330107763360445,0.31856168902573123,0.33956454805366176,-4.891137013415438,-0.16429249762583095
Montgomery,MD,450000.0,426300,-23700.0,Montgomery,Maryland,MD,83624,-11233,31293,25948,37616,-0.13432746579929206,0.3742107528939061,0.3102936955897828,0.4498230173156032,-0.05266666666666667
Honolulu,HI,536200.0,639000,102800.0,Honolulu,Hawaii,HI,83768,4625,-4237,28128,55252,0.05521201413427562,-0.05058017381338936,0.33578454779868205,0.6595836118804317,0.19171950764640058
Westchester,NY,616400.0,573500,-42900.0,Westchester,New York,NY,18992,-8596,5750,2144,19694,-0.4526116259477675,0.3027590564448189,0.11288963774220726,1.0369629317607414,-0.06959766385463985
Milwaukee,WI,162400.0,139700,-22700.0,Milwaukee,Wisconsin,WI,3308,-17899,13455,8747,-995,-5.410822249093108,4.067412333736397,2.6441958887545343,-0.3007859733978235,-0.13977832512315272
Fresno,CA,237500.0,217400,-20100.0,Fresno,California,CA,67803,44322,2849,17807,2825,0.6536878899163754,0.042018789729068036,0.26262849726413284,0.041664823090423735,-0.08463157894736842
Shelby,TN,115700.0,108500,-7200.0,Shelby,Tennessee,TN,28475,-23701,37617,3447,11112,-0.8323441615452151,1.3210535557506584,0.12105355575065847,0.3902370500438981,-0.06222990492653414
Fulton,GA,222800.0,236100,13300.0,Fulton,Georgia,GA,6195,-28455,18267,22836,-6453,-4.59322033898305,2.9486682808716713,3.686198547215497,-1.0416464891041162,0.059694793536804305
Mecklenburg,NC,177300.0,196400,19100.0,Mecklenburg,North Carolina,NC,149643,44291,62991,20207,22154,0.2959777604030927,0.4209418415829673,0.13503471595731173,0.1480456820566281,0.10772701635645798
Erie,NY,120400.0,144600,24200.0,Erie,New York,NY,9058,-19854,1572,12723,14617,-2.1918745860013247,0.17354824464561713,1.4046147052329432,1.6137116361227644,0.2009966777408638
DuPage,IL,301600.0,267700,-33900.0,DuPage,Illinois,IL,3104,-13702,3251,12050,1505,-4.414304123711339,1.0473582474226804,3.88208762886598,0.4848582474226804,-0.11240053050397877
Fairfield,CT,392700.0,319500,-73200.0,Fairfield,Connecticut,CT,49572,-6416,17653,10309,28026,-0.12942790284838215,0.35610828693617363,0.2079601387880255,0.565359477124183,-0.186401833460657
Pinellas,FL,183500.0,186400,2900.0,Pinellas,Florida,FL,24469,4845,4314,3844,11466,0.19800563978912086,0.17630471208467854,0.15709673464383506,0.4685929134823654,0.01580381471389646
Bergen,NJ,484900.0,423300,-61600.0,Bergen,New Jersey,NJ,39064,-4193,4237,21901,17119,-0.10733667827155437,0.10846303501945526,0.5606440712676634,0.4382295719844358,-0.127036502371623
Marion,IN,114000.0,115100,1100.0,Marion,Indiana,IN,55944,-8986,35677,10956,18297,-0.16062491062491066,0.6377270127270127,0.19583869583869584,0.3270592020592021,0.009649122807017544
Wake,NC,227200.0,258000,30800.0,Wake,North Carolina,NC,169358,102692,38152,25035,3479,0.6063604907946479,0.22527427107074954,0.14782295492388906,0.0205422832107134,0.13556338028169015
Hartford,CT,248200.0,217500,-30700.0,Hartford,Connecticut,CT,20588,-7315,14419,13864,-380,-0.35530406061783565,0.7003594326792306,0.6734019817369341,-0.018457353798329124,-0.12369057211925866
Duval,FL,170600.0,146800,-23800.0,Duval,Florida,FL,54653,13859,19162,10778,10854,0.2535816881049531,0.3506120432547161,0.1972078385450021,0.1985984300953287,-0.1395076201641266
New Haven,CT,246600.0,201500,-45100.0,New Haven,Connecticut,CT,16761,-4850,9458,5341,6812,-0.2893622098920112,0.5642861404450809,0.31865640474912,0.4064196646978104,-0.18288726682887266
Macomb,MI,142200.0,147300,5100.0,Macomb,Michigan,MI,30267,-15680,37048,4313,4586,-0.5180559685466021,1.2240393828261804,0.14249843063402384,0.15151815508639774,0.035864978902953586
Kern,CA,219600.0,190900,-28700.0,Kern,California,CA,85384,151210,3817,9937,-79580,1.7709406914644432,0.044703925794059775,0.1163801180549049,-0.9320247353134076,-0.13069216757741348
Ventura,CA,508300.0,551800,43500.0,Ventura,California,CA,49296,140747,697,8389,-100537,2.8551403765011365,0.014139078221356703,0.17017607919506653,-2.0394555339175597,0.08557938225457407
Middlesex,NJ,344200.0,275000,-69200.0,Middlesex,New Jersey,NJ,48206,10131,7239,51502,-20666,0.2101605609260258,0.15016802887607353,1.0683732315479402,-0.4287018213500394,-0.2010459035444509
Gwinnett,GA,189700.0,191900,2200.0,Gwinnett,Georgia,GA,105197,-5250,70611,25185,14651,-0.04990636615112598,0.6712263657708871,0.2394079679078301,0.1392720324724089,0.011597258829731154
San Francisco,CA,797200.0,1169200,372000.0,San Francisco,California,CA,52106,-25273,-6458,38099,45738,-0.4850305147199938,-0.1239396614593329,0.7311825893371204,0.8777875868422063,0.46663321625689913
Baltimore,MD,263400.0,221900,-41500.0,Baltimore,Maryland,MD,40117,-17828,34104,14632,9209,-0.444400129620859,0.850113418251614,0.3647331555201037,0.22955355584914125,-0.15755504935459377
Hamilton,OH,130000.0,128300,-1700.0,Hamilton,Ohio,OH,-44904,-55177,983,3710,5580,1.2287769463744878,-0.021891145554961692,-0.08262070194192055,-0.12426509887760555,-0.013076923076923076
El Paso,TX,123600.0,114700,-8900.0,El Paso,Texas,TX,102096,120513,8467,1507,-28391,1.1803890456041373,0.08293175050932455,0.014760617458078669,-0.2780814135715405,-0.07200647249190939
Montgomery,PA,291900.0,281500,-10400.0,Montgomery,Pennsylvania,PA,40572,3697,9840,17552,9483,0.09112195602878832,0.2425317953268264,0.432613625160209,0.2337326234841763,-0.03562863994518671
Pierce,WA,275700.0,280700,5000.0,Pierce,Washington,WA,58752,18693,3904,5564,30591,0.31816789215686275,0.0664488017429194,0.09470315904139434,0.5206801470588235,0.018135654697134566
Essex,NJ,409100.0,333300,-75800.0,Essex,New Jersey,NJ,19923,1353,2650,5652,10268,0.06791145911760277,0.13301209657180146,0.28369221502785724,0.5153842292827385,-0.18528477144952335
Collin,TX,210300.0,294900,84600.0,Collin,Texas,TX,156457,69859,26820,43435,16343,0.4465060687601066,0.17142090158957413,0.27761621403964026,0.10445681561067896,0.40228245363766046
Hidalgo,TX,83300.0,86700,3400.0,Hidalgo,Texas,TX,122295,254476,652,2394,-135227,2.0808373195960588,0.005331370865530071,0.019575616337544458,-1.1057443067991333,0.04081632653061224
Monroe,NY,123300.0,154100,30800.0,Monroe,New York,NY,17061,-7198,10177,6626,7456,-0.4218978957857101,0.596506652599496,0.3883711388546979,0.4370201043315163,0.24979724249797242
Essex,MA,334300.0,387000,52700.0,Essex,Massachusetts,MA,35958,12635,7312,5043,10968,0.3513821680849881,0.20334835085377384,0.14024695478057733,0.3050225262806608,0.15764283577624888
Jefferson,KY,126200.0,143400,17200.0,Jefferson,Kentucky,KY,51322,18472,17886,5838,9126,0.3599236195004092,0.3485055142044348,0.11375238689061222,0.17781847940454387,0.13629160063391443
Multnomah,OR,279200.0,383100,103900.0,Multnomah,Oregon,OR,78711,51921,3027,12104,11659,0.6596409650493578,0.038457140679193515,0.15377774389856566,0.14812415037288307,0.372134670487106
Suffolk,MA,338700.0,481600,142900.0,Suffolk,Massachusetts,MA,42492,-1935,22920,11425,10082,-0.0455379836204462,0.5393956509460605,0.26887414101477924,0.2372681916596065,0.4219072925893121
Oklahoma,OK,104000.0,124900,20900.0,Oklahoma,Oklahoma,OK,65258,36974,15628,3054,9602,0.5665818750191547,0.23948021698489075,0.046798859909896115,0.1471390480860584,0.20096153846153847
San Mateo,CA,776300.0,1111100,334800.0,San Mateo,California,CA,51018,-26771,-3322,37305,43806,-0.5247363675565486,-0.06511427339370418,0.7312125132306245,0.8586381277196283,0.43127656833698313
Snohomish,WA,350200.0,384800,34600.0,Snohomish,Washington,WA,85043,38462,5819,19538,21224,0.4522653246004962,0.06842420892960031,0.22974260080194725,0.24956786566795625,0.09880068532267276
Lake,IL,276800.0,224200,-52600.0,Lake,Illinois,IL,-3974,11180,1908,8132,-25194,-2.813286361348767,-0.4801207851031706,-2.0463009562153998,6.339708102667338,-0.19002890173410406
Cobb,GA,199500.0,215500,16000.0,Cobb,Georgia,GA,39955,3249,37469,8398,-9161,0.08131648104117131,0.9377800025028156,0.21018645976723813,-0.2292829433112251,0.08020050125313283
San Joaquin,CA,293100.0,307300,14200.0,San Joaquin,California,CA,47304,2987,659,14527,29131,0.06314476577033655,0.013931168611533908,0.30709876543209874,0.6158253001860308,0.04844762879563289
Will,IL,232000.0,199500,-32500.0,Will,Illinois,IL,16061,-12057,5847,9676,12595,-0.7507004545171534,0.36404956104850256,0.6024531473756304,0.7841977460930204,-0.1400862068965517
Jackson,MO,123200.0,115400,-7800.0,Jackson,Missouri,MO,17636,-13285,13413,2239,15269,-0.753288727602631,0.7605466092084373,0.12695622590156494,0.8657858924926287,-0.0633116883116883
Norfolk,MA,374200.0,446100,71900.0,Norfolk,Massachusetts,MA,35136,-4108,11421,18894,8929,-0.11691712204007285,0.3250512295081967,0.5377390710382514,0.25412682149362475,0.19214323890967397
Denton,TX,192000.0,256200,64200.0,Denton,Texas,TX,141884,92628,22868,22777,3611,0.6528431676580869,0.16117391672070142,0.1605325477150348,0.02545036790617688,0.334375
Bernalillo,NM,195400.0,183200,-12200.0,Bernalillo,New Mexico,NM,47786,58176,-354,1905,-11941,1.2174276984890973,-0.007408027455740175,0.039865232494872976,-0.24988490352823006,-0.062436028659160696
Jefferson,AL,121000.0,101700,-19300.0,Jefferson,Alabama,AL,-144,-22719,10905,1593,10077,157.77083333333334,-75.72916666666667,-11.0625,-69.97916666666667,-0.15950413223140497
Hudson,NJ,417800.0,344200,-73600.0,Hudson,New Jersey,NJ,74192,21811,3958,31851,16572,0.29398048307095104,0.05334806987276256,0.42930504636618505,0.22336640069010136,-0.1761608425083772
Monmouth,NJ,415300.0,377900,-37400.0,Monmouth,New Jersey,NJ,-14141,-15691,-3447,1157,3840,1.1096103528746202,0.243759281521816,-0.08181882469415176,-0.2715508097022841,-0.09005538165181796
Davidson,TN,157700.0,219200,61500.0,Davidson,Tennessee,TN,47681,12155,16321,3821,15384,0.2549233447285082,0.34229567332899896,0.0801367420985298,0.322644239843963,0.38998097653772984
Providence,RI,240200.0,217400,-22800.0,Providence,Rhode Island,RI,3690,-9459,11603,4710,-3164,-2.563414634146341,3.1444444444444444,1.2764227642276422,-0.8574525745257453,-0.09492089925062448
Bucks,PA,320600.0,294900,-25700.0,Bucks,Pennsylvania,PA,6163,-8970,1224,7052,6857,-1.4554600032451728,0.1986045756936557,1.1442479312023366,1.1126074963491803,-0.0801621958827199
El Paso,CO,205500.0,242900,37400.0,El Paso,Colorado,CO,77818,59067,4563,1119,13069,0.7590403248605722,0.05863681924490478,0.014379706494641344,0.16794314939988178,0.18199513381995133
Lee,FL,211200.0,216700,5500.0,Lee,Florida,FL,97786,84956,15346,2811,-5327,0.868795124046387,0.15693453050538933,0.028746446321559326,-0.05447610087333565,0.026041666666666668
Tulsa,OK,112300.0,129000,16700.0,Tulsa,Oklahoma,OK,45727,10714,-427,6514,28926,0.2343035843156122,-0.00933802786100116,0.142454129945109,0.6325803136002799,0.14870881567230632
Kent,MI,133700.0,161200,27500.0,Kent,Michigan,MI,26989,16512,7182,4306,-1011,0.6118048093667791,0.2661084145392567,0.15954648190003334,-0.03745970580606914,0.2056843679880329
Polk,FL,172400.0,144800,-27600.0,Polk,Florida,FL,67575,57721,18476,2673,-11295,0.8541768405475397,0.27341472438031816,0.03955604883462819,-0.16714761376248613,-0.16009280742459397
Denver,CO,225400.0,368100,142700.0,Denver,Colorado,CO,78740,77001,8480,4170,-10911,0.9779146558293116,0.10769621539243078,0.05295910591821184,-0.13856997713995428,0.6330967169476486
Fort Bend,TX,184700.0,243700,59000.0,Fort Bend,Texas,TX,175797,66989,37655,54863,16290,0.3810588349061702,0.21419591915675468,0.31208154860435616,0.09266369733271901,0.3194369247428262
Ocean,NJ,314500.0,253700,-60800.0,Ocean,New Jersey,NJ,21215,24158,-1194,1488,-3237,1.138722601932595,-0.056280933301909024,0.07013905255715296,-0.1525807211878388,-0.1933227344992051
Arapahoe,CO,214800.0,325700,110900.0,Arapahoe,Colorado,CO,74337,27971,12645,9649,24072,0.3762729192730404,0.17010371685701606,0.12980077215922084,0.3238225917107228,0.5162942271880819
Delaware,PA,226400.0,192300,-34100.0,Delaware,Pennsylvania,PA,9082,-20975,18478,5329,6250,-2.309513323056596,2.034573882404757,0.5867650297291346,0.6881744109227043,-0.15061837455830387
Bristol,MA,277100.0,272600,-4500.0,Bristol,Massachusetts,MA,9643,-12408,4096,2346,15609,-1.2867364927926994,0.4247640775692212,0.24328528466244945,1.6186871305610286,-0.01623962468422952
Johnson,KS,214300.0,248500,34200.0,Johnson,Kansas,KS,47705,35267,5403,6307,728,0.7392726129336548,0.11325856828424695,0.1322083639031548,0.015260454878943506,0.15958936070928606
Brevard,FL,175100.0,175600,500.0,Brevard,Florida,FL,26518,16221,5500,2396,2401,0.6116977147597858,0.20740629006712424,0.09035372200015084,0.09054227317293914,0.0028555111364934323
Summit,OH,120600.0,116700,-3900.0,Summit,Ohio,OH,-2285,-15494,1712,4763,6734,6.7807439824945295,-0.749234135667396,-2.0844638949671768,-2.9470459518599563,-0.03233830845771144
New Castle,DE,238900.0,216500,-22400.0,New Castle,Delaware,DE,25583,-12033,16138,8987,12491,-0.4703514052300356,0.6308095219481687,0.3512879646640347,0.4882539186178321,-0.09376308078694014
Anne Arundel,MD,350800.0,321600,-29200.0,Anne Arundel,Maryland,MD,48959,16440,14546,4566,13407,0.3357911722053146,0.2971057415388386,0.09326170877673157,0.2738413774791152,-0.08323831242873432
Union,NJ,382800.0,291800,-91000.0,Union,New Jersey,NJ,28034,3808,5186,3008,16032,0.13583505743026325,0.1849896554184205,0.10729828065919954,0.5718770064921167,-0.23772204806687566
Montgomery,OH,105300.0,90000,-15300.0,Montgomery,Ohio,OH,-4939,-14804,914,2288,6663,2.997367888236485,-0.18505770398866167,-0.4632516703786192,-1.3490585138692044,-0.1452991452991453
Jefferson,CO,244000.0,371900,127900.0,Jefferson,Colorado,CO,30246,43911,-665,370,-13370,1.4517952787145407,-0.0219863783640812,0.012233022548436156,-0.4420419228988957,0.5241803278688525
Washington,OR,308100.0,371100,63000.0,Washington,Oregon,OR,44109,25143,1590,11355,6021,0.5700197238658777,0.036047065224784056,0.2574304563694484,0.13650275453988986,0.2044790652385589
Lancaster,PA,188900.0,187500,-1400.0,Lancaster,Pennsylvania,PA,35228,19564,5744,3120,6800,0.5553536959236971,0.16305211763370048,0.0885659134779153,0.1930282729646872,-0.007411328745367919
Douglas,NE,129600.0,148200,18600.0,Douglas,Nebraska,NE,46791,37040,6635,6483,-3367,0.7916052232266889,0.14180077365305294,0.13855228569596714,-0.071958282575709,0.14351851851851852
Utah,UT,255700.0,275800,20100.0,Utah,Utah,UT,55461,53745,493,784,439,0.9690593389949694,0.008889129298065308,0.014136059573393915,0.007915472133571338,0.07860774344935471
Kane,IL,242100.0,206000,-36100.0,Kane,Illinois,IL,28948,1048,2190,4377,21333,0.036202846483349455,0.07565289484593063,0.1512021555893326,0.7369421030813873,-0.14911193721602645
Stanislaus,CA,257900.0,264700,6800.0,Stanislaus,California,CA,22239,17038,-198,3171,2228,0.7661315706641486,-0.008903278025091057,0.14258734655335226,0.10018436080759027,0.026366808840635907
Camden,NJ,208600.0,151500,-57100.0,Camden,New Jersey,NJ,-5849,-22928,3307,6039,7733,3.9199863224482816,-0.5653957941528467,-1.0324841853308258,-1.3221063429646094,-0.2737296260786194
Ramsey,MN,212500.0,214400,1900.0,Ramsey,Minnesota,MN,32664,-17363,14225,26654,9148,-0.5315638011266226,0.4354947342640216,0.8160053881949547,0.2800636786676464,0.008941176470588235
Passaic,NJ,383300.0,288100,-95200.0,Passaic,New Jersey,NJ,17119,35591,2946,3697,-25115,2.0790349903615866,0.17208949120859862,0.21595887610257608,-1.467083357672761,-0.24836942342812418
Chester,PA,324900.0,321500,-3400.0,Chester,Pennsylvania,PA,26945,15294,-392,8213,3830,0.5676006680274633,-0.014548153646316573,0.3048060864724439,0.14214139914640936,-0.010464758387196061
Sedgwick,KS,117200.0,121800,4600.0,Sedgwick,Kansas,KS,32805,33819,5236,4332,-10582,1.030909922267947,0.15960981557689374,0.132053040695016,-0.3225727785398567,0.03924914675767918
Lake,IN,136500.0,129000,-7500.0,Lake,Indiana,IN,-1738,-7336,-3425,996,8027,4.220943613348677,1.9706559263521288,-0.57307249712313,-4.618527042577676,-0.054945054945054944
Plymouth,MA,321100.0,339300,18200.0,Plymouth,Massachusetts,MA,16601,2137,10287,-24,4201,0.12872718510933076,0.6196614661767363,-0.001445696042407084,0.25305704475634,0.05668016194331984
Volusia,FL,185200.0,163500,-21700.0,Volusia,Florida,FL,13209,6271,5576,1215,147,0.4747520629873571,0.42213642213642216,0.09198273904156257,0.011128775834658187,-0.117170626349892
Morris,NJ,462300.0,403600,-58700.0,Morris,New Jersey,NJ,11756,18,389,9262,2087,0.001531133038448452,0.033089486219802657,0.7878530112283091,0.17752636951343995,-0.12697382651957603
Guilford,NC,132600.0,132500,-100.0,Guilford,North Carolina,NC,48281,7029,28419,8352,4481,0.1455852198587436,0.5886166400861622,0.17298730349412814,0.09281083656096603,-0.0007541478129713424
Dane,WI,216300.0,244200,27900.0,Dane,Wisconsin,WI,41340,19833,5865,8414,7228,0.4797532656023222,0.14187227866473148,0.2035316884373488,0.17484276729559747,0.1289875173370319
Sonoma,CA,485200.0,579500,94300.0,Sonoma,California,CA,34450,6563,1285,1589,25013,0.19050798258345428,0.03730043541364296,0.04612481857764877,0.7260667634252541,0.19435284418796372
Spokane,WA,183100.0,188600,5500.0,Spokane,Washington,WA,30655,19429,1436,1319,8471,0.6337954656662861,0.04684390800848149,0.043027238623389336,0.2763333877018431,0.030038230475150193
Richmond,NY,416100.0,449700,33600.0,Richmond,New York,NY,-9722,-13173,720,1579,1152,1.3549681135568814,-0.0740588356305287,-0.1624151409175067,-0.11849413700884592,0.08074981975486661
Onondaga,NY,123400.0,130100,6700.0,Onondaga,New York,NY,15072,-4074,6982,5579,6585,-0.2703025477707006,0.4632430997876858,0.3701565817409767,0.4369028662420382,0.05429497568881685
Pasco,FL,170500.0,153600,-16900.0,Pasco,Florida,FL,29112,17499,6951,2525,2137,0.6010923330585326,0.23876751854905195,0.08673399285517999,0.0734061555372355,-0.09912023460410557
Hampden,MA,188000.0,179300,-8700.0,Hampden,Massachusetts,MA,7340,8805,2977,2368,-6810,1.1995912806539508,0.4055858310626703,0.3226158038147139,-0.9277929155313352,-0.04627659574468085
Montgomery,TX,180800.0,228100,47300.0,Montgomery,Texas,TX,107672,93370,4134,6192,3976,0.867170666468534,0.038394382940783116,0.057507987220447275,0.03692696337023553,0.2616150442477876
Greenville,SC,143800.0,166700,22900.0,Greenville,South Carolina,SC,55117,38910,11261,2028,2918,0.7059527913347969,0.20431082968956946,0.036794455431173684,0.05294192354445997,0.1592489568845619
Burlington,NJ,261500.0,203500,-58000.0,Burlington,New Jersey,NJ,3974,-8968,1507,3588,7847,-2.256668344237544,0.37921489682939097,0.902868646200302,1.9745848012078508,-0.22179732313575526
Tulare,CA,199400.0,180800,-18600.0,Tulare,California,CA,36604,39200,591,2645,-5832,1.0709212107966342,0.016145776417877827,0.07225986231013004,-0.15932684952464213,-0.09327983951855567
Lucas,OH,106000.0,88400,-17600.0,Lucas,Ohio,OH,-7457,-20920,4997,960,7506,2.805417728308972,-0.6701086227705512,-0.12873809843100442,-1.006571007107416,-0.1660377358490566
Adams,CO,180400.0,289100,108700.0,Adams,Colorado,CO,59269,69110,3256,4336,-17433,1.1660395822436689,0.054935969899947694,0.07315797465791561,-0.294133526801532,0.602549889135255
York,PA,184100.0,161400,-22700.0,York,Pennsylvania,PA,20957,10276,4588,1289,4804,0.4903373574461994,0.21892446437944366,0.06150689507085937,0.22923128310349766,-0.12330255296034763
Knox,TN,145200.0,155100,9900.0,Knox,Tennessee,TN,24952,14404,3131,2414,5003,0.5772683552420648,0.12548092337287592,0.0967457518435396,0.20050496954151967,0.06818181818181818
