RegionName,State_x,2008-01,2016-12,HouseValueChange,County,State_y,Abbreviation,Total,White,Black,Asian,Others,White %,Black %,Asian %,Others %,HouseValueChange %
Frederick,MD,323200.0,288100,-35100.0,Frederick,Maryland,MD,19678,11776,3517,2695,1690,0.5984348002845817,0.17872751295863398,0.13695497509909546,0.08588271165768879,-0.10860148514851485
Weber,UT,178700.0,201800,23100.0,Weber,Utah,UT,19544,11907,-759,4,8392,0.6092406876790831,-0.038835448219402366,0.00020466639377814165,0.4293900941465411,0.12926692781197538
Lake,OH,146200.0,134400,-11800.0,Lake,Ohio,OH,-3854,-8450,2786,-151,1961,2.1925272444213806,-0.7228853139595226,0.03918007265179035,-0.5088220031136481,-0.08071135430916553
Montgomery,AL,106800.0,81700,-25100.0,Montgomery,Alabama,AL,1997,-12938,9919,1997,3019,-6.478718077115674,4.9669504256384585,1.0,1.5117676514772158,-0.2350187265917603
York,SC,147200.0,166600,19400.0,York,South Carolina,SC,37532,24893,6726,1466,4447,0.6632473622508792,0.17920707662794416,0.039060002131514435,0.11848555898966215,0.13179347826086957
Clay,MO,152400.0,161300,8900.0,Clay,Missouri,MO,21860,11005,7207,1021,2627,0.5034309240622141,0.3296889295516926,0.046706312900274466,0.12017383348581885,0.0583989501312336
Benton,AR,145300.0,157600,12300.0,Benton,Arkansas,AR,42868,45597,1039,4519,-8287,1.0636605393300365,0.02423719324437809,0.10541662778762713,-0.1933143603620416,0.08465244322092223
Butte,CA,262300.0,252100,-10200.0,Butte,California,CA,5326,3564,218,961,583,0.6691701088997372,0.04093128051070222,0.18043559894855427,0.1094630116410064,-0.03888677087304613
Saratoga,NY,235000.0,252100,17100.0,Saratoga,New York,NY,9138,6115,68,2584,371,0.6691836288028015,0.007441453272050777,0.2827752243379295,0.04059969358721821,0.07276595744680851
Jefferson,MO,157500.0,153300,-4200.0,Jefferson,Missouri,MO,6752,6279,-191,10,654,0.9299466824644549,-0.028287914691943132,0.001481042654028436,0.09686018957345972,-0.02666666666666667
Niagara,NY,94900.0,117800,22900.0,Niagara,New York,NY,-1159,-4702,1412,320,1811,4.0569456427955135,-1.2182916307161349,-0.27610008628127697,-1.5625539257981018,0.24130663856691253
Barnstable,MA,368200.0,374500,6300.0,Barnstable,Massachusetts,MA,-7415,-11242,1052,770,2005,1.5161159811193528,-0.1418745785569791,-0.1038435603506406,-0.27039784221173296,0.017110266159695818
Lackawanna,PA,129100.0,107300,-21800.0,Lackawanna,Pennsylvania,PA,3812,-1888,2409,2776,515,-0.4952780692549842,0.6319517313746065,0.7282266526757608,0.135099685204617,-0.168861347792409
Cherokee,GA,202500.0,216600,14100.0,Cherokee,Georgia,GA,28004,24732,3559,838,-1125,0.8831595486359092,0.12708898728753035,0.029924296529067283,-0.04017283245250679,0.06962962962962962
Warren,OH,177200.0,196600,19400.0,Warren,Ohio,OH,18925,11867,1181,4617,1260,0.6270541611624835,0.062404227212681636,0.2439630118890357,0.0665785997357992,0.10948081264108352
Linn,IA,125400.0,139400,14000.0,Linn,Iowa,IA,12515,6817,2931,668,2099,0.5447063523771474,0.2341989612465042,0.05337594886136636,0.167718737514982,0.11164274322169059
Yavapai,AZ,275900.0,256600,-19300.0,Yavapai,Arizona,AZ,7259,10193,-242,359,-3051,1.4041879046700647,-0.03333792533406805,0.04945584791293567,-0.4203058272489323,-0.06995288147879666
Trumbull,OH,81800.0,73000,-8800.0,Trumbull,Ohio,OH,-8417,-9612,-214,-38,1447,1.141974575264346,0.025424735654033505,0.004514672686230248,-0.17191398360460972,-0.10757946210268948
Smith,TX,126400.0,138600,12200.0,Smith,Texas,TX,21901,25374,3703,1836,-9012,1.1585772339162594,0.16907903748687275,0.08383178850280809,-0.4114880599059404,0.09651898734177215
Washington,PA,117100.0,131900,14800.0,Washington,Pennsylvania,PA,2611,746,-778,711,1932,0.2857142857142857,-0.29797012638835696,0.2723094599770203,0.7399463806970509,0.1263877028181042
Arlington,VA,538200.0,635900,97700.0,Arlington,Virginia,VA,21203,18713,2808,4396,-4714,0.8825637881431873,0.13243408951563454,0.20732915153516013,-0.222327029193982,0.18153102935711632
Gaston,NC,116600.0,122500,5900.0,Gaston,North Carolina,NC,9612,1995,4009,1005,2603,0.2075530586766542,0.4170828131502289,0.10455680399500623,0.2708073241781107,0.05060034305317324
Henry,GA,167600.0,153900,-13700.0,Henry,Georgia,GA,29509,-4569,29526,1828,2724,-0.15483411840455455,1.0005760954285134,0.061947202548375074,0.09231082042766614,-0.08174224343675418
Jackson,OR,261000.0,262800,1800.0,Jackson,Oregon,OR,12035,8587,460,-309,3297,0.7135022850020772,0.03822185292895721,-0.025675114250103864,0.2739509763190694,0.006896551724137931
Washington,AR,153700.0,157400,3700.0,Washington,Arkansas,AR,26785,12038,1441,936,12370,0.4494306514840396,0.053798767967145784,0.03494493186484973,0.4618256486839649,0.024072869225764477
New Hanover,NC,228600.0,203900,-24700.0,New Hanover,North Carolina,NC,26570,24351,1254,761,204,0.9164847572450132,0.04719608581106511,0.028641324802408726,0.007677832141512984,-0.10804899387576553
Union,NC,181700.0,193700,12000.0,Union,North Carolina,NC,34648,28173,3002,2494,979,0.8131205264373124,0.08664280766566612,0.07198106672823829,0.028255599168783188,0.06604292790313704
Whatcom,WA,290300.0,320100,29800.0,Whatcom,Washington,WA,17339,6553,108,1349,9329,0.3779341369167772,0.006228732914239575,0.07780148797508507,0.5380356421938981,0.1026524285222184
Champaign,IL,132900.0,132500,-400.0,Champaign,Illinois,IL,13957,3095,3467,5439,1956,0.22175252561438705,0.2484058178691696,0.3896969262735545,0.14014473024288887,-0.0030097817908201654
Yolo,CA,361300.0,390500,29200.0,Yolo,California,CA,15699,7775,370,5812,1742,0.4952544748073126,0.02356838015160201,0.37021466335435377,0.11096248168673163,0.08081926376972046
Broome,NY,107200.0,99600,-7600.0,Broome,New York,NY,1902,-3760,2483,1500,1679,-1.9768664563617244,1.3054679284963198,0.7886435331230284,0.8827549947423764,-0.0708955223880597
Mohave,AZ,207800.0,173200,-34600.0,Mohave,Arizona,AZ,8722,6990,433,684,615,0.8014216922724146,0.04964457693189636,0.07842238018803027,0.0705113506076588,-0.16650625601539942
Saginaw,MI,101200.0,94500,-6700.0,Saginaw,Michigan,MI,-7425,-8320,-1587,250,2232,1.1205387205387205,0.21373737373737373,-0.03367003367003367,-0.3006060606060606,-0.06620553359683795
Elkhart,IN,132300.0,133800,1500.0,Elkhart,Indiana,IN,3934,9438,1244,-250,-6498,2.3990849008642603,0.3162175902389425,-0.06354855109303507,-1.6517539400101675,0.011337868480725623
Sangamon,IL,109300.0,119900,10600.0,Sangamon,Illinois,IL,4613,-2672,4921,1009,1355,-0.5792326035118145,1.0667678300455234,0.2187296769997832,0.2937350964665077,0.0969807868252516
Clermont,OH,145200.0,150500,5300.0,Clermont,Ohio,OH,7486,5522,427,488,1049,0.73764360138926,0.05703980764092974,0.06518835158963399,0.14012823938017632,0.03650137741046832
Sussex,DE,283100.0,251200,-31900.0,Sussex,Delaware,DE,27381,26501,1878,680,-1678,0.96786092545926,0.06858770680398818,0.02483473941784449,-0.06128337168109273,-0.11268103143765454
York,ME,251100.0,248600,-2500.0,York,Maine,ME,-622,-2621,376,480,1143,4.213826366559486,-0.6045016077170418,-0.7717041800643086,-1.8376205787781348,-0.009956192751891677
Yuma,AZ,166200.0,130900,-35300.0,Yuma,Arizona,AZ,13610,9615,665,784,2546,0.7064658339456282,0.04886113152094049,0.05760470242468772,0.1870683321087436,-0.21239470517448858
Racine,WI,197900.0,187100,-10800.0,Racine,Wisconsin,WI,-3997,-6954,1335,501,1121,1.7398048536402302,-0.33400050037528145,-0.1253440080060045,-0.2804603452589442,-0.05457301667508843
Shelby,AL,194500.0,196000,1500.0,Shelby,Alabama,AL,22937,9635,6101,1194,6007,0.42006365261368095,0.265989449361294,0.052055630640449935,0.26189126738457513,0.007712082262210797
Brazos,TX,145400.0,187400,42000.0,Brazos,Texas,TX,38695,26792,4733,4707,2463,0.6923891975707456,0.12231554464401086,0.1216436232071327,0.06365163457811086,0.28885832187070154
Tuscaloosa,AL,143800.0,141300,-2500.0,Tuscaloosa,Alabama,AL,25138,14581,8590,1159,808,0.5800381891956401,0.341713740154348,0.046105497652955685,0.03214257299705625,-0.017385257301808066
Kanawha,WV,86100.0,100500,14400.0,Kanawha,West Virginia,WV,-1681,-3143,-4529,-99,6090,1.8697204045211184,2.6942296252230813,0.05889351576442594,-3.6228435455086268,0.1672473867595819
Clay,FL,196200.0,171000,-25200.0,Clay,Florida,FL,19510,12420,2959,1219,2912,0.6365966171194261,0.15166581240389546,0.06248077908764736,0.14925679138903128,-0.12844036697247707
Litchfield,CT,316900.0,246900,-70000.0,Litchfield,Connecticut,CT,-2739,-5232,1137,798,558,1.9101861993428255,-0.4151150054764513,-0.2913472070098576,-0.20372398685651694,-0.2208898706216472
Muscogee,GA,113800.0,85400,-28400.0,Muscogee,Georgia,GA,11847,40,4538,1234,6035,0.003376382206465772,0.3830505613235418,0.10416139106946906,0.5094116654005233,-0.24956063268892795
Canyon,ID,173000.0,163400,-9600.0,Canyon,Idaho,ID,24870,18242,-681,332,6977,0.7334941696823483,-0.027382388419782872,0.013349416968234822,0.2805388017691998,-0.055491329479768786
Anderson,SC,126400.0,129200,2800.0,Anderson,South Carolina,SC,12793,8692,2650,591,860,0.6794340655045729,0.2071445321660283,0.04619713906042367,0.06722426326897522,0.022151898734177215
Peoria,IL,106100.0,97000,-9100.0,Peoria,Illinois,IL,3749,-3701,2021,2786,2643,-0.9871965857562016,0.5390770872232595,0.7431315017337957,0.7049879967991465,-0.08576814326107446
Hawaii,HI,345800.0,319900,-25900.0,Hawaii,Hawaii,HI,21216,1305,297,-1083,20697,0.06151018099547511,0.013998868778280544,-0.05104638009049774,0.975537330316742,-0.07489878542510121
Williamson,TN,341200.0,415800,74600.0,Williamson,Tennessee,TN,40309,34700,616,4399,594,0.8608499342578579,0.015281946959736038,0.10913195564266044,0.014736163139745469,0.2186400937866354
Ulster,NY,240800.0,192200,-48600.0,Ulster,New York,NY,-1133,-4709,-150,498,3228,4.1562224183583405,0.1323918799646955,-0.43954104148278905,-2.849073256840247,-0.20182724252491693
Baldwin,AL,207300.0,188700,-18600.0,Baldwin,Alabama,AL,28063,24427,2116,235,1285,0.8704343797883334,0.07540177457862668,0.00837401560773973,0.04578983002530022,-0.08972503617945007
El Dorado,CA,421500.0,420100,-1400.0,El Dorado,California,CA,7618,6174,1018,-360,786,0.8104489367288003,0.13363087424520873,-0.047256497768443165,0.10317668679443424,-0.0033214709371293
Livingston,MI,178300.0,225400,47100.0,Livingston,Michigan,MI,3406,3950,-560,0,16,1.1597181444509688,-0.1644157369348209,0.0,0.004697592483852026,0.2641615255187886
Okaloosa,FL,203000.0,194200,-8800.0,Okaloosa,Florida,FL,14593,5139,1543,299,7612,0.3521551428767217,0.10573562667032138,0.02048927568012061,0.5216199547728363,-0.04334975369458128
Vanderburgh,IN,104700.0,107100,2400.0,Vanderburgh,Indiana,IN,7101,2262,1540,244,3055,0.31854668356569504,0.21687086325869595,0.034361357555273905,0.4302210956203352,0.022922636103151862
Hall,GA,163500.0,162100,-1400.0,Hall,Georgia,GA,12189,7390,2073,449,2277,0.6062843547460826,0.17007137583066698,0.03683649191894331,0.1868077775043072,-0.00856269113149847
Cabarrus,NC,162100.0,164300,2200.0,Cabarrus,North Carolina,NC,30073,12215,8915,2787,6156,0.4061782994712865,0.29644531639676786,0.09267449206929804,0.20470189206264755,0.013571869216533004
Shawnee,KS,107300.0,108200,900.0,Shawnee,Kansas,KS,5180,7215,-1899,-229,93,1.3928571428571428,-0.3666023166023166,-0.044208494208494216,0.017953667953667953,0.008387698042870456
Berkeley,SC,166900.0,169000,2100.0,Berkeley,South Carolina,SC,35326,23618,6192,1313,4203,0.668572722640548,0.17528166223178396,0.03716809149068675,0.11897752363698125,0.012582384661473937
Onslow,NC,151500.0,129800,-21700.0,Onslow,North Carolina,NC,22365,17946,473,337,3609,0.8024144869215292,0.02114911692376481,0.015068186899172815,0.1613682092555332,-0.14323432343234324
Shasta,CA,253100.0,228100,-25000.0,Shasta,California,CA,50,-2653,39,562,2102,-53.06,0.78,11.24,42.04,-0.09877518767285658
Outagamie,WI,136600.0,148500,11900.0,Outagamie,Wisconsin,WI,8290,2378,828,1669,3415,0.2868516284680337,0.09987937273823884,0.20132689987937274,0.4119420989143546,0.08711566617862372
Forsyth,GA,278500.0,302400,23900.0,Forsyth,Georgia,GA,45832,29476,953,12683,2720,0.6431314365508815,0.020793332169663118,0.2767280502705533,0.05934718100890207,0.08581687612208258
Benton,WA,166500.0,225700,59200.0,Benton,Washington,WA,27890,17365,512,483,9530,0.6226245966296163,0.018357834349229114,0.01731803513804231,0.34169953388311225,0.35555555555555557
Imperial,CA,212500.0,181400,-31100.0,Imperial,California,CA,18207,2841,-820,-447,16633,0.15603888614269235,-0.045037622892294175,-0.02455099686933597,0.9135497336189378,-0.14635294117647057
Tippecanoe,IN,126200.0,138600,12400.0,Tippecanoe,Indiana,IN,21470,12515,3149,5213,593,0.5829063809967396,0.14666977177456916,0.24280391243595714,0.027619934792734047,0.098256735340729
Hernando,FL,159100.0,134600,-24500.0,Hernando,Florida,FL,8892,5883,905,191,1913,0.6616059379217274,0.10177687809266757,0.0214799820062978,0.21513720197930725,-0.1539912005028284
Medina,OH,164400.0,173300,8900.0,Medina,Ohio,OH,6104,4737,42,371,954,0.776048492791612,0.006880733944954129,0.06077981651376148,0.15629095674967233,0.054136253041362534
Montgomery,TN,129900.0,142900,13000.0,Montgomery,Tennessee,TN,37336,23914,6737,944,5741,0.6405078208699378,0.18044246839511466,0.02528390829226484,0.15376580244268268,0.10007698229407236
Muskegon,MI,96500.0,103800,7300.0,Muskegon,Michigan,MI,-2018,-2637,496,126,-3,1.3067393458870171,-0.2457879088206145,-0.0624380574826561,0.0014866204162537163,0.07564766839378238
Beaver,PA,105600.0,120100,14500.0,Beaver,Pennsylvania,PA,-3945,-5439,39,233,1222,1.3787072243346008,-0.009885931558935359,-0.059062103929024085,-0.3097591888466413,0.13731060606060605
Monroe,PA,192000.0,129300,-62700.0,Monroe,Pennsylvania,PA,3046,-2624,3317,78,2275,-0.8614576493762311,1.0889691398555483,0.02560735390676297,0.7468811556139199,-0.3265625
McLean,IL,145500.0,143900,-1600.0,McLean,Illinois,IL,9714,2851,3018,3488,357,0.29349392629194976,0.31068560840024706,0.35906938439365865,0.036751080914144536,-0.010996563573883162
Minnehaha,SD,142400.0,171800,29400.0,Minnehaha,South Dakota,SD,6675,-2027,3736,1369,3597,-0.3036704119850187,0.5597003745318352,0.2050936329588015,0.538876404494382,0.20646067415730338
Johnston,NC,143500.0,157700,14200.0,Johnston,North Carolina,NC,25190,19041,3206,295,2648,0.7558951965065502,0.12727272727272726,0.011710996427153631,0.10512107979356887,0.09895470383275261
Bay,FL,214700.0,177300,-37400.0,Bay,Florida,FL,14556,10830,847,682,2197,0.7440230832646332,0.0581890629293762,0.04685353118988733,0.15093432261610332,-0.17419655333022824
Carroll,MD,339100.0,292300,-46800.0,Carroll,Maryland,MD,-1238,-1457,-987,296,910,1.1768982229402265,0.7972536348949919,-0.23909531502423265,-0.7350565428109854,-0.1380123857269242
Winnebago,WI,147800.0,160800,13000.0,Winnebago,Wisconsin,WI,8265,5426,1160,1145,534,0.6565033272837265,0.14035087719298245,0.1385359951603146,0.06460980036297641,0.08795669824086604
Licking,OH,135100.0,147700,12600.0,Licking,Ohio,OH,13172,9227,1502,810,1633,0.7005010628606134,0.11402976009717584,0.061494078348010926,0.1239750986941998,0.09326424870466321
Kenosha,WI,170400.0,149900,-20500.0,Kenosha,Wisconsin,WI,5018,7844,2556,61,-5443,1.5631725787166202,0.5093662813870068,0.012156237544838579,-1.0846950976484655,-0.12030516431924883
Kent,RI,234900.0,208700,-26200.0,Kent,Rhode Island,RI,-3659,-5935,-235,431,2080,1.6220278764689806,0.06422519814156874,-0.117791746378792,-0.5684613282317573,-0.11153682418050234
Middlesex,CT,321300.0,280600,-40700.0,Middlesex,Connecticut,CT,522,-362,920,1194,-1230,-0.6934865900383141,1.7624521072796937,2.2873563218390807,-2.35632183908046,-0.12667289137877374
Scott,IA,128000.0,145400,17400.0,Scott,Iowa,IA,8246,4891,2967,1051,-663,0.59313606597138,0.3598108173659956,0.12745573611447975,-0.08040261945185545,0.1359375
Porter,IN,171000.0,181100,10100.0,Porter,Indiana,IN,6847,4928,1557,615,-253,0.7197312691689791,0.22739886081495544,0.08982035928143713,-0.036950489265371686,0.05906432748538012
Davidson,NC,123500.0,118500,-5000.0,Davidson,North Carolina,NC,7813,6570,773,532,-62,0.8409061820043517,0.09893766798924868,0.06809164213490336,-0.007935492128503776,-0.04048582995951417
Boone,MO,144700.0,161800,17100.0,Boone,Missouri,MO,20797,13159,2071,2340,3227,0.6327354906957734,0.09958167043323556,0.11251622830215896,0.15516661056883205,0.11817553559087768
Kent,DE,,188600,,Kent,Delaware,DE,19927,6988,9580,31,3328,0.3506799819340593,0.4807547548552216,0.0015556782255231596,0.16700958498519594,
Beaufort,SC,327100.0,289500,-37600.0,Beaufort,South Carolina,SC,28573,21327,2383,926,3937,0.7464039477828719,0.08340041297728625,0.032408217548034864,0.13778742169180694,-0.1149495567104861
Portage,OH,137800.0,140100,2300.0,Portage,Ohio,OH,6489,3643,375,900,1571,0.5614116196640468,0.05779010633379565,0.13869625520110954,0.2421020188010479,0.016690856313497822
DeSoto,MS,158600.0,154100,-4500.0,DeSoto,Mississippi,MS,21725,6902,11847,572,2404,0.317698504027618,0.5453164556962026,0.026329113924050632,0.11065592635212887,-0.02837326607818411
Sumner,TN,163700.0,200100,36400.0,Sumner,Tennessee,TN,20723,16144,1432,581,2566,0.7790377841046181,0.06910196400135116,0.028036481204458813,0.12382377068957195,0.22235797189981674
Jackson,MI,111800.0,113900,2100.0,Jackson,Michigan,MI,-2435,-3029,960,-17,-349,1.2439425051334705,-0.3942505133470226,0.006981519507186858,0.1433264887063655,0.018783542039355994
Aiken,SC,90300.0,97300,7000.0,Aiken,South Carolina,SC,12970,8734,2039,240,1957,0.6734001542020046,0.1572089437162683,0.018504240555127217,0.15088666152659985,0.07751937984496124
Charlotte,FL,176600.0,169700,-6900.0,Charlotte,Florida,FL,17861,16515,1514,394,-562,0.9246402777000168,0.08476569061082806,0.02205923520519568,-0.031465203516040534,-0.039071347678369193
Kenton,KY,131700.0,139600,7900.0,Kenton,Kentucky,KY,6979,4036,265,730,1948,0.5783063476142714,0.03797105602521851,0.10459951282418684,0.2791230835363233,0.05998481397114654
Iredell,NC,168100.0,171300,3200.0,Iredell,North Carolina,NC,16741,12335,2228,1791,387,0.736813810405591,0.13308643450212054,0.10698285646018756,0.02311689863210083,0.01903628792385485
Rensselaer,NY,175100.0,170900,-4200.0,Rensselaer,New York,NY,5020,737,3529,482,272,0.14681274900398406,0.7029880478087649,0.09601593625498007,0.054183266932270914,-0.023986293546544833
Pueblo,CO,122500.0,131800,9300.0,Pueblo,Colorado,CO,7787,-3002,299,317,10173,-0.38551431873635533,0.03839732888146912,0.04070887376396559,1.306408116090921,0.07591836734693877
Sarpy,NE,145900.0,182600,36700.0,Sarpy,Nebraska,NE,26044,21626,1649,1205,1564,0.8303639993856551,0.06331592689295039,0.046267854400245736,0.06005221932114883,0.25154215215901304
Hampshire,MA,242900.0,246800,3900.0,Hampshire,Massachusetts,MA,6387,3203,1452,2852,-1120,0.5014873962736809,0.2273367778299671,0.44653201816189136,-0.1753561922655394,0.016055990119390694
Deschutes,OR,292000.0,335900,43900.0,Deschutes,Oregon,OR,17119,14496,311,-116,2428,0.8467784333197033,0.01816694900403061,-0.00677609673462235,0.1418307144108885,0.15034246575342466
Wyandotte,KS,92100.0,78200,-13900.0,Wyandotte,Kansas,KS,8079,8038,-1856,3132,-1235,0.9949251144943682,-0.2297314024012873,0.3876717415521723,-0.1528654536452531,-0.15092290988056462
Hays,TX,187100.0,242900,55800.0,Hays,Texas,TX,44248,62726,770,767,-20015,1.4176007955161816,0.01740191647080094,0.017334116796239377,-0.4523368287832218,0.2982362373062533
Cumberland,NJ,167600.0,121400,-46200.0,Cumberland,New Jersey,NJ,356,-4935,-200,288,5203,-13.862359550561798,-0.5617977528089888,0.8089887640449438,14.615168539325845,-0.2756563245823389
Sullivan,TN,106400.0,117400,11000.0,Sullivan,Tennessee,TN,3434,1413,304,-46,1763,0.4114735002912056,0.0885264997087944,-0.013395457192778102,0.5133954571927781,0.10338345864661654
Berrien,MI,125000.0,118900,-6100.0,Berrien,Michigan,MI,-4264,-5669,128,647,630,1.3295028142589118,-0.0300187617260788,-0.15173545966228896,-0.1477485928705441,-0.0488
Chittenden,VT,257000.0,296000,39000.0,Chittenden,Vermont,VT,8640,4285,1567,1759,1029,0.4959490740740741,0.18136574074074074,0.20358796296296294,0.11909722222222223,0.1517509727626459
Bibb,GA,112300.0,77900,-34400.0,Bibb,Georgia,GA,-709,-7350,6091,572,-22,10.366713681241183,-8.590973201692524,-0.8067700987306065,0.031029619181946407,-0.30632235084594833
Maui,HI,582000.0,560500,-21500.0,Maui,Hawaii,HI,20758,2936,-123,9831,8114,0.1414394450332402,-0.005925426341651411,0.4736005395510165,0.3908854417573948,-0.036941580756013746
Schenectady,NY,165400.0,155900,-9500.0,Schenectady,New York,NY,4193,-3606,2095,745,4959,-0.8600047698545195,0.4996422609110422,0.1776770808490341,1.1826854280944432,-0.05743651753325272
Catawba,NC,120000.0,117900,-2100.0,Catawba,North Carolina,NC,511,-2922,888,1831,714,-5.718199608610568,1.7377690802348336,3.5831702544031314,1.3972602739726028,-0.0175
Penobscot,ME,122300.0,132400,10100.0,Penobscot,Maine,ME,4639,3211,208,234,986,0.6921750377236473,0.04483724940719983,0.050441905583099814,0.21254580728605305,0.08258381030253475
Kings,CA,209700.0,184400,-25300.0,Kings,California,CA,2437,-2635,-1813,540,6345,-1.081247435371358,-0.7439474764054165,0.2215839146491588,2.603610997127616,-0.1206485455412494
Tolland,CT,243200.0,201800,-41400.0,Tolland,Connecticut,CT,3955,1518,335,1960,142,0.3838179519595449,0.08470290771175727,0.4955752212389381,0.0359039190897598,-0.17023026315789475
Monroe,MI,134200.0,137400,3200.0,Monroe,Michigan,MI,-3198,-3250,305,295,-548,1.0162601626016259,-0.09537210756722952,-0.09224515322076296,0.1713570981863665,0.02384500745156483
Santa Rosa,FL,181400.0,177100,-4300.0,Santa Rosa,Florida,FL,16487,10070,1440,-87,5064,0.6107842542609329,0.08734154182082852,-0.005276884818341724,0.3071510887365803,-0.023704520396912898
Alamance,NC,126400.0,129000,2600.0,Alamance,North Carolina,NC,11594,9211,2781,624,-1022,0.7944626530964292,0.2398654476453338,0.05382094186648266,-0.08814904260824565,0.020569620253164556
Johnson,TX,130200.0,158400,28200.0,Johnson,Texas,TX,7908,9250,-1307,54,-89,1.1697015680323724,-0.16527567020738493,0.006828528072837633,-0.011254425897824988,0.21658986175115208
Madera,CA,252300.0,207400,-44900.0,Madera,California,CA,7593,6409,-1018,270,1932,0.8440669037271171,-0.13407085473462402,0.03555906756222837,0.2544448834452785,-0.17796274276654775
Stearns,MN,166200.0,165500,-700.0,Stearns,Minnesota,MN,7851,398,4763,706,1984,0.05069417908546682,0.6066743090052222,0.08992485033753662,0.2527066615717743,-0.00421179302045728
Cass,ND,155900.0,216000,60100.0,Cass,North Dakota,ND,29474,21160,3820,2520,1974,0.7179208794191491,0.1296057542240619,0.08549908393838637,0.06697428241840266,0.3855035279025016
Franklin,PA,182700.0,158300,-24400.0,Franklin,Pennsylvania,PA,11100,8318,1546,421,815,0.7493693693693694,0.13927927927927927,0.03792792792792793,0.07342342342342342,-0.13355227148330598
Ellis,TX,148500.0,177600,29100.0,Ellis,Texas,TX,17338,18495,1965,191,-3313,1.066732033683239,0.1133348713807821,0.011016264851770678,-0.1910831699157919,0.19595959595959597
Sussex,NJ,295100.0,200300,-94800.0,Sussex,New Jersey,NJ,-6371,-6145,319,69,-614,0.9645267618898132,-0.050070632553759216,-0.010830324909747292,0.0963741955736933,-0.32124703490342255
Schuylkill,PA,69600.0,63600,-6000.0,Schuylkill,Pennsylvania,PA,-1604,-3412,238,-163,1733,2.1271820448877805,-0.1483790523690773,0.10162094763092268,-1.0804239401496258,-0.08620689655172414
Yellowstone,MT,179100.0,215400,36300.0,Yellowstone,Montana,MT,15316,14538,-572,-100,1450,0.9492034473752938,-0.037346565682945934,-0.0065291198746408995,0.09467223818229303,0.20268006700167504
Rock Island,IL,90700.0,88900,-1800.0,Rock Island,Illinois,IL,-264,-2102,2295,458,-915,7.962121212121213,-8.693181818181818,-1.7348484848484849,3.4659090909090913,-0.019845644983461964
Washington,MD,213700.0,172700,-41000.0,Washington,Maryland,MD,5228,-322,2129,417,3004,-0.06159143075745984,0.407230298393267,0.0797628156082632,0.5745983167559297,-0.1918577445016378
Mesa,CO,225200.0,198200,-27000.0,Mesa,Colorado,CO,9525,15431,123,91,-6120,1.6200524934383205,0.012913385826771654,0.009553805774278216,-0.6425196850393701,-0.11989342806394317
Charles,MD,335800.0,270800,-65000.0,Charles,Maryland,MD,14325,-4745,13843,1482,3745,-0.331239092495637,0.9663525305410122,0.10345549738219896,0.2614310645724258,-0.19356759976176297
Merrimack,NH,231300.0,217700,-13600.0,Merrimack,New Hampshire,NH,-210,-2303,446,349,1298,10.966666666666667,-2.1238095238095243,-1.661904761904762,-6.180952380952381,-0.058798097708603544
Martin,FL,233500.0,244500,11000.0,Martin,Florida,FL,15097,12726,-273,262,2382,0.8429489302510432,-0.01808306286017089,0.01735444127972445,0.1577796913294032,0.047109207708779445
Fairfield,OH,147500.0,158000,10500.0,Fairfield,Ohio,OH,9278,5836,1853,531,1058,0.6290148738952359,0.199719767191205,0.0572321621039017,0.11403319680965725,0.0711864406779661
Hendricks,IN,153600.0,165000,11400.0,Hendricks,Indiana,IN,22058,14957,3823,1898,1380,0.6780759815033095,0.17331580379000816,0.08604587904615106,0.06256233566053132,0.07421875
Olmsted,MN,167200.0,190800,23600.0,Olmsted,Minnesota,MN,10913,3782,2684,1964,2483,0.34655914963804635,0.2459452029689361,0.17996884449738842,0.2275268028956291,0.14114832535885166
Santa Fe,NM,324500.0,304300,-20200.0,Santa Fe,New Mexico,NM,5002,13011,63,163,-8235,2.6011595361855258,0.012594962015193922,0.03258696521391444,-1.6463414634146343,-0.06224961479198767
Cambria,PA,89300.0,72600,-16700.0,Cambria,Pennsylvania,PA,-7317,-8250,-295,-178,1406,1.1275112751127512,0.040317069837365035,0.024326909935766024,-0.1921552548858822,-0.187010078387458
Randolph,NC,120200.0,121600,1400.0,Randolph,North Carolina,NC,2947,3927,485,478,-1943,1.332541567695962,0.16457414319647098,0.16219884628435696,-0.65931455717679,0.011647254575707155
Rankin,MS,167700.0,161100,-6600.0,Rankin,Mississippi,MS,9805,6614,2462,416,313,0.6745537990821011,0.2510963793982662,0.04242733299337073,0.03192248852626211,-0.03935599284436494
Citrus,FL,149400.0,122800,-26600.0,Citrus,Florida,FL,1048,1109,-98,540,-503,1.0582061068702289,-0.0935114503816794,0.5152671755725191,-0.4799618320610687,-0.17804551539491298
Lee,AL,170200.0,171000,800.0,Lee,Alabama,AL,23462,11944,6085,3047,2386,0.5090785099309522,0.2593555536612395,0.12986957633620322,0.10169636007160517,0.004700352526439483
Houston,GA,119400.0,115300,-4100.0,Houston,Georgia,GA,18431,4793,9196,1599,2843,0.2600510010308719,0.4989419998914872,0.0867560088980522,0.15425099017958874,-0.03433835845896147
Jackson,MS,121400.0,106300,-15100.0,Jackson,Mississippi,MS,11231,6500,1561,833,2337,0.5787552310568961,0.1389902947199715,0.07416970884159914,0.20808476538153325,-0.1243822075782537
